StrandDecidingMethod,Sample,A2CEditingIndex,A2GEditingIndex,A2TEditingIndex,C2AEditingIndex,C2GEditingIndex,C2TEditingIndex
StrandedData,5676sTS.Human.Kidney.CS23.Male,0.039222382,2.353166314,0.073913545,0.083890329,0.031849886,0.155692669
StrandedData,5570sTS.Human.Brain.13ypb.Male,0.047707848,3.238238071,0.089983955,0.134960297,0.054349513,0.225209307
StrandedData,5536sTS.Human.Liver.29ypb.Male,0.056183304,3.489843567,0.091299772,0.100954271,0.059080953,0.240587407
StrandedData,3639sTS.Human.Liver.CS21.Male,0.037980483,1.30414682,0.088008094,0.091486957,0.033226887,0.18332339
StrandedData,2014sTS.Human.Liver.CS21.Male,0.038615717,2.012111083,0.078393946,0.070356189,0.0396061,0.179932802
StrandedData,5626sTS.Human.Liver.4w.Male,0.043012701,1.798009951,0.10568767,0.081050584,0.038501632,0.194550776
StrandedData,6043sTS.Human.Heart.54ypb.Male,0.060114822,3.035446745,0.229790794,0.218162087,0.062164009,0.393204995
StrandedData,5936sTS.Human.Ovary.12w.Female,0.034976708,1.791389741,0.057263599,0.064026025,0.028287724,0.160214964
StrandedData,5546sTS.Human.Testis.17ypb.Male,0.047777459,1.5464633,0.075211849,0.097543886,0.043946057,0.189478516
StrandedData,3655sTS.Human.Testis.10w.Male,0.039999748,1.877074897,0.069162612,0.093112348,0.034305116,0.166662626
StrandedData,5925sTS.Human.Kidney.9w.Male,0.032124925,1.82605676,0.056084164,0.066684509,0.030130107,0.164847066
StrandedData,5943sTS.Human.Hindbrain.13w.Female,0.040014707,1.637967556,0.071273506,0.080214454,0.031969691,0.180304772
StrandedData,5671sTS.Human.Hindbrain.16w.Male,0.046225343,2.867227982,0.103638845,0.081700435,0.038702601,0.195921981
StrandedData,1439sTS.Human.Kidney.11w.Male,0.036786035,1.552161851,0.07616919,0.065462066,0.034761784,0.174060305
StrandedData,5566sTS.Human.Testis.29ypb.Male,0.035550759,1.142615235,0.05606518,0.089320532,0.035469428,0.148978485
StrandedData,3676sTS.Human.Liver.CS17.Female,0.039783999,2.098537884,0.074313565,0.112455438,0.031104896,0.162307513
StrandedData,5694sTS.Human.Testis.16w.Male,0.055003417,1.714574997,0.374845388,0.143583538,0.048273817,0.43445519
StrandedData,5782sTS.Human.Brain.19w.Female,0.031920046,2.17184139,0.045347846,0.071592274,0.032375445,0.126435559
StrandedData,2047sTS.Human.Forebrain.11w.Male,0.0342482,1.638731571,0.078228057,0.064561141,0.03763641,0.169969113
StrandedData,5511sTS.Human.Cerebellum.13ypb.Male,0.054701724,4.707397299,0.080826068,0.109445695,0.064708501,0.226988972
StrandedData,3670sTS.Human.Hindbrain.CS16.Male,0.037298914,1.529593507,0.07956397,0.093450383,0.032185286,0.171977206
StrandedData,5641sTS.Human.Liver.18w.Female,0.031363741,1.426033736,0.115829856,0.087390904,0.026910424,0.166134626
StrandedData,6107sTS.Human.Testis.28ypb.Male,0.040829643,1.583040891,0.285625323,0.085425007,0.033673611,0.371335004
StrandedData,5648sTS.Human.Kidney.12w.Female,0.065903673,2.570326668,0.102900219,0.121408454,0.065263632,0.202539715
StrandedData,5535sTS.Human.Testis.29ypb.Male,0.039543073,1.377898044,0.062201294,0.076241402,0.03720214,0.16043585
StrandedData,5550sTS.Human.Testis.39ypb.Male,0.046850663,1.677684732,0.070634194,0.109977891,0.044194053,0.167659361
StrandedData,2083sTSm.Human.Ovary.CS23.Female,0.048540275,1.665367229,0.079130548,0.086772646,0.038288986,0.175314272
StrandedData,5908sTS.Human.Brain.29ypb.Male,0.057791953,3.190218134,0.269403695,0.116302489,0.048149777,0.320504558
StrandedData,5644sTS.Human.Kidney.7w.Female,0.034780242,1.329705983,0.12549403,0.093599877,0.029089274,0.200612509
StrandedData,5821sTS.Human.Kidney.2ypb.Male,0.045359153,2.956935475,0.175413987,0.102442082,0.040479993,0.257332794
StrandedData,3654sTS.Human.Liver.10w.Male,0.035524933,1.22180849,0.087170875,0.096286776,0.027002908,0.166368722
StrandedData,5688sTS.Human.Kidney.18w.Male,0.036418444,1.112068661,0.119544762,0.120505093,0.036809062,0.257697965
StrandedData,5516sTS.Human.Cerebellum.53ypb.Male,0.06797848,5.191811908,0.103514678,0.130800861,0.076140813,0.264797736
StrandedData,5510sTS.Human.Cerebellum.4dpb.Male,0.050179884,3.200722207,0.074680432,0.11344171,0.052007123,0.205898881
StrandedData,5571sTS.Human.Liver.58ypb.Male,0.05357372,3.243476781,0.146178414,0.118790236,0.056912356,0.251760375
StrandedData,2053sTS.Human.Liver.9w.Female,0.039374708,1.489048446,0.076608696,0.112405642,0.041801651,0.175810492
StrandedData,5654sTS.Human.Liver.16w.Female,0.03265481,1.437961306,0.098119714,0.067234057,0.027985997,0.164508787
StrandedData,5892sTS.Human.Brain.4dpb.Male,0.050079273,2.534367654,0.097260983,0.135568361,0.038333959,0.21889377
StrandedData,5841sTS.Human.Testis.1ypb.Male,0.053377671,3.644410962,0.379374794,0.087256867,0.049351437,0.384205714
StrandedData,6095sTS.Human.Testis.46ypb.Male,0.035648694,1.377237229,0.054697727,0.075331665,0.029117778,0.121406335
StrandedData,5953sTS.Human.Forebrain.11w.Female,0.037987603,1.476905619,0.145646761,0.071844471,0.032014245,0.225365213
StrandedData,5904sTS.Human.Brain.4ypb.Male,0.063207587,3.304540238,0.648451325,0.120904002,0.0527815,0.647785025
StrandedData,3669sTS.Human.Forebrain.CS16.Male,0.030020513,1.540437681,0.062046721,0.082544758,0.027038824,0.146230791
StrandedData,6105sTS.Human.Kidney.6mpb.Male,0.044987034,2.841786672,0.107409911,0.124197053,0.040501324,0.209527786
StrandedData,3636sTS.Human.Forebrain.CS21.Male,0.037341448,1.383790334,0.07075557,0.087617624,0.033926737,0.164615475
StrandedData,5939sTS.Human.Forebrain.13w.Male,0.039421856,2.035772045,0.066053818,0.082916667,0.034833601,0.176215619
StrandedData,5952sTS.Human.Forebrain.11w.Male,0.033689928,1.447918499,0.125021926,0.068881232,0.028676582,0.208101241
StrandedData,2051sTSm.Human.Heart.9w.Female,0.037086991,1.130239326,0.071645008,0.076133187,0.029831102,0.160990987
StrandedData,3653sTS.Human.Hindbrain.10w.Male,0.034126603,2.05868446,0.060843041,0.089045161,0.031357797,0.151277747
StrandedData,5844sTS.Human.Kidney.0dpb.Female,0.048973816,2.235480016,0.305412205,0.110963979,0.044922877,0.327086116
StrandedData,2044sTS.Human.Heart.11w.Male,0.032571814,1.069107128,0.074562049,0.060077775,0.032817277,0.164194527
StrandedData,5828sTS.Human.Heart.6mpb.Female,0.044694737,1.280478053,0.208807819,0.116065684,0.034475123,0.256767559
StrandedData,1991sTS.Human.Testis.CS23.Male,0.04953439,1.458617792,0.151669776,0.17768006,0.042672126,0.247342928
StrandedData,2081sTS.Human.Heart.CS23.Female,0.056359582,1.185463555,0.094754656,0.078918864,0.04108671,0.193221234
StrandedData,3587sTS.Human.Forebrain.CS13.Male,0.036407229,2.61983724,0.066523381,0.062533174,0.033424441,0.156819358
StrandedData,6101sTS.Human.Kidney.4ypb.Female,0.049840581,2.584156569,0.141515553,0.235572496,0.048901941,0.254986445
StrandedData,2082sTSb.Human.Hindbrain.CS23.Female,0.038620298,1.860338381,0.061989429,0.062856794,0.029099204,0.144804114
StrandedData,5527sTS.Human.Cerebellum.19dpb.Female,0.048745313,3.459338845,0.083923326,0.109115288,0.051175017,0.213517324
StrandedData,3774sTS.Human.Ovary.12w.Female,0.046800704,2.431403447,0.088490851,0.124028818,0.038623279,0.169391357
StrandedData,3573sTS.Human.Heart.CS20.Female,0.033684793,1.213309827,0.087110933,0.06378932,0.026738768,0.149921743
StrandedData,5651sTS.Human.Kidney.12w.Male,0.057454673,1.858961929,0.106955286,0.104783594,0.053698161,0.196871268
StrandedData,3589sTS.Human.Liver.CS13.Male,0.045570177,2.97593162,0.090834479,0.093783097,0.043111169,0.20790899
StrandedData,5512sTS.Human.Liver.58ypb.Male,0.060570465,3.208047154,0.094014303,0.152490098,0.062188261,0.237263481
StrandedData,3575sTS.Human.Ovary.CS20.Female,0.050394909,1.791568031,0.109969389,0.07438071,0.043099763,0.218197528
StrandedData,5526sTS.Human.Testis.16ypb.Male,0.03954372,1.432822081,0.066709168,0.103029815,0.039916138,0.166882912
StrandedData,6099sTS.Human.Kidney.8ypb.Female,0.050904111,3.121554139,0.153743093,0.210092325,0.050908357,0.281455816
StrandedData,5942sTS.Human.Heart.13w.Female,0.034131917,0.749753324,0.080658432,0.071282715,0.027394459,0.18338708
StrandedData,5668sTS.Human.Brain.20w.Male,0.043813017,1.735228752,0.182578006,0.113305969,0.035677423,0.236662022
StrandedData,5697sTS.Human.Kidney.13w.Female,0.035355511,1.587697421,0.079738035,0.120027781,0.031818552,0.178660295
StrandedData,5659sTS.Human.Heart.13w.Male,0.035671044,1.590946834,0.093357778,0.071898399,0.029604632,0.176935068
StrandedData,3586sTS.Human.Heart.CS14.Female,0.038897344,2.715495464,0.084067135,0.059864023,0.035677435,0.175036118
StrandedData,6048sTS.Human.Brain.28ypb.Male,0.052561355,3.387584995,0.118628982,0.164001769,0.048286418,0.211860478
StrandedData,5669sTS.Human.Hindbrain.16w.Female,0.038156456,2.666403419,0.068429803,0.089407689,0.035171129,0.160477756
