Sample	Gene	TPM
v1_nomultiseg_5908sTS_Human_Brain_29ypb_Male_nomultiseg_bam	ADAR	196.889440757965
v1_nomultiseg_5909sTS_Human_Heart_6mpb_Female_nomultiseg_bam	ADAR	154.782424476313
v1_nomultiseg_5910sTS_Human_Liver_4w_Male_nomultiseg_bam	ADAR	213.066348067585
v1_nomultiseg_5911sTS_Human_KidneyTestis_4w_Male_nomultiseg_bam	ADAR	225.009412824157
v1_nomultiseg_5913sTS_Human_Liver_4w_Female_nomultiseg_bam	ADAR	222.579853528106
v1_nomultiseg_5914sTS_Human_Ovary_4w_Female_nomultiseg_bam	ADAR	216.726030275819
v1_nomultiseg_5916sTS_Human_Testis_5w_Male_nomultiseg_bam	ADAR	238.031966550701
v1_nomultiseg_5920sTS_Human_Ovary_7w_Female_nomultiseg_bam	ADAR	218.80423672436
v1_nomultiseg_5925sTS_Human_Kidney_9w_Male_nomultiseg_bam	ADAR	206.297646518211
v1_nomultiseg_5926sTS_Human_Testis_9w_Male_nomultiseg_bam	ADAR	198.590053829478
v1_nomultiseg_5930sTS_Human_Kidney_10w_Female_nomultiseg_bam	ADAR	207.192804261959
v1_nomultiseg_5934sTS_Human_Testis_11w_Male_nomultiseg_bam	ADAR	207.892705563838
v1_nomultiseg_5935sTS_Human_Testis_12w_Male_nomultiseg_bam	ADAR	233.494037422565
v1_nomultiseg_5936sTS_Human_Ovary_12w_Female_nomultiseg_bam	ADAR	225.884541578664
v1_nomultiseg_5937sTS_Human_Testis_13w_Male_nomultiseg_bam	ADAR	197.158834035432
v1_nomultiseg_5938sTS_Human_Heart_13w_Male_nomultiseg_bam	ADAR	118.142161917499
v1_nomultiseg_5939sTS_Human_Forebrain_13w_Male_nomultiseg_bam	ADAR	191.395652625199
v1_nomultiseg_5940sTS_Human_Testis_13w_Male_nomultiseg_bam	ADAR	222.446190877624
v1_nomultiseg_5942sTS_Human_Heart_13w_Female_nomultiseg_bam	ADAR	128.86430694679
v1_nomultiseg_5943sTS_Human_Hindbrain_13w_Female_nomultiseg_bam	ADAR	199.190828344925
v1_nomultiseg_5944sTS_Human_Ovary_13w_Female_nomultiseg_bam	ADAR	209.274968635372
v1_nomultiseg_5946sTS_Human_Testis_16w_Male_nomultiseg_bam	ADAR	224.031653589852
v1_nomultiseg_5948sTS_Human_Liver_18w_Female_nomultiseg_bam	ADAR	137.583090176543
v1_nomultiseg_5949sTS_Human_Ovary_18w_Female_nomultiseg_bam	ADAR	181.780037763529
v1_nomultiseg_5951sTS_Human_Forebrain_16w_Male_nomultiseg_bam	ADAR	214.643838632416
v1_nomultiseg_5952sTS_Human_Forebrain_11w_Male_nomultiseg_bam	ADAR	202.055623274442
v1_nomultiseg_5953sTS_Human_Forebrain_11w_Female_nomultiseg_bam	ADAR	194.604609655258
v1_nomultiseg_5954sTS_Human_Liver_13w_Female_nomultiseg_bam	ADAR	162.73696403691
v1_nomultiseg_5955sTS_Human_Forebrain_13w_Female_nomultiseg_bam	ADAR	212.186092727686
v1_nomultiseg_5956sTS_Human_Hindbrain_16w_Female_nomultiseg_bam	ADAR	181.848647477285
v1_nomultiseg_5957sTS_Human_Kidney_18w_Female_nomultiseg_bam	ADAR	205.267120976641
v1_nomultiseg_5958sTS_Human_Testis_5w_Male_nomultiseg_bam	ADAR	196.276565654016
v1_nomultiseg_5960sTS_Human_Brain_19w_Male_nomultiseg_bam	ADAR	166.728620080723
v1_nomultiseg_6042sTS_Human_Heart_25ypb_Male_nomultiseg_bam	ADAR	106.758874689963
v1_nomultiseg_6043sTS_Human_Heart_54ypb_Male_nomultiseg_bam	ADAR	149.100664899307
v1_nomultiseg_6046sTS_Human_Cerebellum_8ypb_Female_nomultiseg_bam	ADAR	214.646908597743
v1_nomultiseg_6047sTS_Human_Cerebellum_32ypb_Female_nomultiseg_bam	ADAR	180.27729451173
v1_nomultiseg_6048sTS_Human_Brain_28ypb_Male_nomultiseg_bam	ADAR	187.267233609281
v1_nomultiseg_6095sTS_Human_Testis_46ypb_Male_nomultiseg_bam	ADAR	98.8569745765824
v1_nomultiseg_6096sTS_Human_Forebrain_4w_Male_nomultiseg_bam	ADAR	194.532126964929
v1_nomultiseg_6097sTS_Human_Hindbrain_4w_Male_nomultiseg_bam	ADAR	196.131887478539
v1_nomultiseg_6098sTS_Human_Kidney_18dpb_Female_nomultiseg_bam	ADAR	203.193356462084
v1_nomultiseg_6099sTS_Human_Kidney_8ypb_Female_nomultiseg_bam	ADAR	236.752511683474
v1_nomultiseg_6100sTS_Human_Heart_4ypb_Female_nomultiseg_bam	ADAR	94.8160438051307
v1_nomultiseg_6101sTS_Human_Kidney_4ypb_Female_nomultiseg_bam	ADAR	156.206145514807
v1_nomultiseg_6102sTS_Human_Testis_6mpb_Male_nomultiseg_bam	ADAR	303.456617098686
v1_nomultiseg_6103sTS_Human_Kidney_6mpb_Female_nomultiseg_bam	ADAR	167.947754542715
v1_nomultiseg_6104sTS_Human_Kidney_6mpb_Male_nomultiseg_bam	ADAR	200.147744931912
v1_nomultiseg_6105sTS_Human_Kidney_6mpb_Male_nomultiseg_bam	ADAR	173.111715908513
v1_nomultiseg_6106sTS_Human_Liver_55ypb_Male_nomultiseg_bam	ADAR	173.163367768078
v1_nomultiseg_6107sTS_Human_Testis_28ypb_Male_nomultiseg_bam	ADAR	115.305245119283
v1_nomultiseg_1437sTS_Human_Heart_11w_Male_nomultiseg_bam	ADARB2	0.484162801434979
v1_nomultiseg_1439sTS_Human_Kidney_11w_Male_nomultiseg_bam	ADARB2	1.73424457169863
v1_nomultiseg_1443sTSm_Human_Heart_CS23_Male_nomultiseg_bam	ADARB2	1.12857833633082
v1_nomultiseg_1988sTS_Human_Testis_10w_Male_nomultiseg_bam	ADARB2	1.99084929818853
v1_nomultiseg_1990sTS_Human_Testis_CS22_Male_nomultiseg_bam	ADARB2	2.71738595628674
v1_nomultiseg_1991sTS_Human_Testis_CS23_Male_nomultiseg_bam	ADARB2	1.18641526919372
v1_nomultiseg_2014sTS_Human_Liver_CS21_Male_nomultiseg_bam	ADARB2	0.731580830628716
v1_nomultiseg_2015sTSb_Human_Testis_CS21_Male_nomultiseg_bam	ADARB2	0.835010099075039
v1_nomultiseg_2016sTSm_Human_Liver_CS22_Male_nomultiseg_bam	ADARB2	0.893524541508689
v1_nomultiseg_2017sTSm_Human_Liver_CS22_Female_nomultiseg_bam	ADARB2	0.160537608913488
v1_nomultiseg_2018sTSm_Human_Ovary_CS22_Female_nomultiseg_bam	ADARB2	0.457434994926892
v1_nomultiseg_2019sTSm_Human_Liver_8w_Male_nomultiseg_bam	ADARB2	0.612748539088828
v1_nomultiseg_2020sTSm_Human_Testis_8w_Male_nomultiseg_bam	ADARB2	1.13611431776897
v1_nomultiseg_2022sTSb_Human_Liver_9w_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_2024sTSb_Human_Heart_10w_Male_nomultiseg_bam	ADARB2	1.69559497396481
v1_nomultiseg_2025sTSb_Human_Liver_10w_Male_nomultiseg_bam	ADARB2	0.160995391241225
v1_nomultiseg_2026sTSm_Human_Forebrain_CS21_Male_nomultiseg_bam	ADARB2	7.83282528815384
v1_nomultiseg_2027sTS_Human_Heart_CS21_Male_nomultiseg_bam	ADARB2	1.34627967317313
v1_nomultiseg_2029sTSb_Human_Hindbrain_CS21_Male_nomultiseg_bam	ADARB2	6.50158908726033
v1_nomultiseg_2030sTSb_Human_Heart_CS22_Male_nomultiseg_bam	ADARB2	1.55714891238559
v1_nomultiseg_2031sTS_Human_Hindbrain_CS22_Male_nomultiseg_bam	ADARB2	9.63364888118889
v1_nomultiseg_2032sTSm_Human_Heart_CS22_Female_nomultiseg_bam	ADARB2	1.14658294843614
v1_nomultiseg_2033sTS_Human_Hindbrain_CS22_Female_nomultiseg_bam	ADARB2	15.1901242583931
v1_nomultiseg_2034sTS_Human_Forebrain_CS22_Female_nomultiseg_bam	ADARB2	4.17128703414743
v1_nomultiseg_2035sTSm_Human_Forebrain_8w_Male_nomultiseg_bam	ADARB2	11.8689989886327
v1_nomultiseg_2036sTSm_Human_Hindbrain_8w_Male_nomultiseg_bam	ADARB2	29.361370426041
v1_nomultiseg_2037sTSb_Human_Heart_8w_Male_nomultiseg_bam	ADARB2	0.953152623607773
v1_nomultiseg_2039sTSm_Human_Heart_9w_Male_nomultiseg_bam	ADARB2	0.820519538709788
v1_nomultiseg_2040sTS_Human_Hindbrain_9w_Male_nomultiseg_bam	ADARB2	7.10194609103474
v1_nomultiseg_2041sTSb_Human_Brain_9w_Male_nomultiseg_bam	ADARB2	1.82255697161255
v1_nomultiseg_2044sTS_Human_Heart_11w_Male_nomultiseg_bam	ADARB2	0.669290505017806
v1_nomultiseg_2046sTSb_Human_Liver_11w_Male_nomultiseg_bam	ADARB2	0.528691282527215
v1_nomultiseg_2047sTS_Human_Forebrain_11w_Male_nomultiseg_bam	ADARB2	1.19562620176575
v1_nomultiseg_2048sTSm_Human_Hindbrain_11w_Male_nomultiseg_bam	ADARB2	10.8710748123788
v1_nomultiseg_2050sTS_Human_Forebrain_9w_Female_nomultiseg_bam	ADARB2	0.310322005490775
v1_nomultiseg_2051sTSm_Human_Heart_9w_Female_nomultiseg_bam	ADARB2	0.688375889103004
v1_nomultiseg_2052sTSm_Human_Ovary_9w_Female_nomultiseg_bam	ADARB2	0.256108703732422
v1_nomultiseg_2053sTS_Human_Liver_9w_Female_nomultiseg_bam	ADARB2	0.629761720348844
v1_nomultiseg_2054sTS_Human_Hindbrain_9w_Female_nomultiseg_bam	ADARB2	25.7994390484697
v1_nomultiseg_2068sTS_Human_Brain_9w_Male_nomultiseg_bam	ADARB2	0.680065578436669
v1_nomultiseg_2071sTS_Human_Heart_9w_Male_nomultiseg_bam	ADARB2	0.504057169157193
v1_nomultiseg_2072sTSm_Human_Liver_9w_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_2074sTS_Human_Testis_9w_Male_nomultiseg_bam	ADARB2	1.14791211529536
v1_nomultiseg_2076sTS_Human_Liver_CS18_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_2080sTS_Human_Brain_CS23_Male_nomultiseg_bam	ADARB2	14.4608687074193
v1_nomultiseg_2081sTS_Human_Heart_CS23_Female_nomultiseg_bam	ADARB2	0.839091117407774
v1_nomultiseg_2082sTSb_Human_Hindbrain_CS23_Female_nomultiseg_bam	ADARB2	14.6555321582911
v1_nomultiseg_2083sTSm_Human_Ovary_CS23_Female_nomultiseg_bam	ADARB2	0.751804373362638
v1_nomultiseg_2085sTSm_Human_Liver_CS23_Female_nomultiseg_bam	ADARB2	0.416627545697138
v1_nomultiseg_2086sTSm_Human_Brain_CS23_Female_nomultiseg_bam	ADARB2	4.18283450580726
v1_nomultiseg_2088sTS_Human_Heart_CS18_Male_nomultiseg_bam	ADARB2	1.4717065129028
v1_nomultiseg_2089sTS_Human_Hindbrain_CS18_Male_nomultiseg_bam	ADARB2	20.1322650573774
v1_nomultiseg_2090sTS_Human_Testis_CS18_Male_nomultiseg_bam	ADARB2	1.13245204678436
v1_nomultiseg_2092sTS_Human_Heart_10w_Female_nomultiseg_bam	ADARB2	5.01406204428975
v1_nomultiseg_2094sTS_Human_Liver_10w_Female_nomultiseg_bam	ADARB2	0.63353820234212
v1_nomultiseg_2095sTS_Human_Ovary_10w_Female_nomultiseg_bam	ADARB2	1.10084939152105
v1_nomultiseg_2096sTS_Human_Cerebellum_11w_Male_nomultiseg_bam	ADARB2	7.37743545469594
v1_nomultiseg_2110sTS_Human_Testis_11w_Male_nomultiseg_bam	ADARB2	1.96079634626045
v1_nomultiseg_2111sTS_Human_Forebrain_11w_Male_nomultiseg_bam	ADARB2	0.630781159870152
v1_nomultiseg_2112sTS_Human_Liver_11w_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_2113sTS_Human_Heart_11w_Male_nomultiseg_bam	ADARB2	0.421216407763285
v1_nomultiseg_3571sTS_Human_Forebrain_CS20_Female_nomultiseg_bam	ADARB2	12.5258601749747
v1_nomultiseg_3572sTS_Human_Hindbrain_CS20_Female_nomultiseg_bam	ADARB2	34.8495978729739
v1_nomultiseg_3573sTS_Human_Heart_CS20_Female_nomultiseg_bam	ADARB2	2.20797781144858
v1_nomultiseg_3574sTS_Human_Liver_CS20_Female_nomultiseg_bam	ADARB2	0.404929421898119
v1_nomultiseg_3575sTS_Human_Ovary_CS20_Female_nomultiseg_bam	ADARB2	1.87575163677287
v1_nomultiseg_3585sTS_Human_Heart_12w_Female_nomultiseg_bam	ADARB2	0.267709138448684
v1_nomultiseg_3586sTS_Human_Heart_CS14_Female_nomultiseg_bam	ADARB2	2.97901500572846
v1_nomultiseg_3587sTS_Human_Forebrain_CS13_Male_nomultiseg_bam	ADARB2	3.82887419558299
v1_nomultiseg_3588sTS_Human_Heart_CS13_Male_nomultiseg_bam	ADARB2	3.03279968468965
v1_nomultiseg_3589sTS_Human_Liver_CS13_Male_nomultiseg_bam	ADARB2	3.27667536682268
v1_nomultiseg_3590sTS_Human_Testis_CS13_Male_nomultiseg_bam	ADARB2	2.35964479826012
v1_nomultiseg_3636sTS_Human_Forebrain_CS21_Male_nomultiseg_bam	ADARB2	2.79484598272813
v1_nomultiseg_3637sTS_Human_Hindbrain_CS21_Male_nomultiseg_bam	ADARB2	26.4487246479329
v1_nomultiseg_3638sTS_Human_Heart_CS21_Male_nomultiseg_bam	ADARB2	2.15846124583217
v1_nomultiseg_3639sTS_Human_Liver_CS21_Male_nomultiseg_bam	ADARB2	1.0977907044454
v1_nomultiseg_3640sTS_Human_Testis_CS21_Male_nomultiseg_bam	ADARB2	2.21200171521836
v1_nomultiseg_3641sTS_Human_Liver_CS19_Male_nomultiseg_bam	ADARB2	1.48980827177719
v1_nomultiseg_3642sTS_Human_Testis_CS19_Male_nomultiseg_bam	ADARB2	3.65853403171079
v1_nomultiseg_3643sTS_Human_Heart_11w_Female_nomultiseg_bam	ADARB2	1.64408017867402
v1_nomultiseg_3644sTS_Human_Ovary_11w_Female_nomultiseg_bam	ADARB2	0.852915039137474
v1_nomultiseg_3653sTS_Human_Hindbrain_10w_Male_nomultiseg_bam	ADARB2	14.9325565564029
v1_nomultiseg_3654sTS_Human_Liver_10w_Male_nomultiseg_bam	ADARB2	0.157024244838674
v1_nomultiseg_3655sTS_Human_Testis_10w_Male_nomultiseg_bam	ADARB2	3.68720444776848
v1_nomultiseg_3668sTS_Human_Hindbrain_11w_Male_nomultiseg_bam	ADARB2	25.822334506845
v1_nomultiseg_3669sTS_Human_Forebrain_CS16_Male_nomultiseg_bam	ADARB2	2.86092802609686
v1_nomultiseg_3670sTS_Human_Hindbrain_CS16_Male_nomultiseg_bam	ADARB2	10.6062407873716
v1_nomultiseg_3671sTS_Human_Heart_CS16_Male_nomultiseg_bam	ADARB2	3.01214258693149
v1_nomultiseg_3672sTS_Human_Hindbrain_CS18_Male_nomultiseg_bam	ADARB2	13.9790439256119
v1_nomultiseg_3674sTS_Human_Hindbrain_CS17_Female_nomultiseg_bam	ADARB2	10.5703237538471
v1_nomultiseg_3675sTS_Human_Heart_CS17_Female_nomultiseg_bam	ADARB2	3.96539481527046
v1_nomultiseg_3676sTS_Human_Liver_CS17_Female_nomultiseg_bam	ADARB2	1.29782771178618
v1_nomultiseg_3677sTS_Human_Testis_CS18_Male_nomultiseg_bam	ADARB2	1.65740677301733
v1_nomultiseg_3769sTS_Human_Hindbrain_12w_Male_nomultiseg_bam	ADARB2	21.7332028879333
v1_nomultiseg_3770sTS_Human_Heart_12w_Male_nomultiseg_bam	ADARB2	2.85846420420202
v1_nomultiseg_3774sTS_Human_Ovary_12w_Female_nomultiseg_bam	ADARB2	0.758353223494925
v1_nomultiseg_3775sTS_Human_Testis_12w_Male_nomultiseg_bam	ADARB2	1.22638302882367
v1_nomultiseg_3776sTS_Human_Liver_12w_Male_nomultiseg_bam	ADARB2	2.06199931226724
v1_nomultiseg_3777sTS_Human_Heart_10w_Male_nomultiseg_bam	ADARB2	1.50790959546177
v1_nomultiseg_3779sTS_Human_Liver_11w_Female_nomultiseg_bam	ADARB2	1.91273961179551
v1_nomultiseg_5510sTS_Human_Cerebellum_4dpb_Male_nomultiseg_bam	ADARB2	15.9432892636431
v1_nomultiseg_5511sTS_Human_Cerebellum_13ypb_Male_nomultiseg_bam	ADARB2	10.5318005271292
v1_nomultiseg_5512sTS_Human_Liver_58ypb_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_5513sTS_Human_Liver_7ypb_Male_nomultiseg_bam	ADARB2	0.354851045653769
v1_nomultiseg_5514sTS_Human_Brain_58ypb_Male_nomultiseg_bam	ADARB2	44.9836646327578
v1_nomultiseg_5515sTS_Human_Brain_14ypb_Male_nomultiseg_bam	ADARB2	6.50013397059921
v1_nomultiseg_5516sTS_Human_Cerebellum_53ypb_Male_nomultiseg_bam	ADARB2	11.0011360894477
v1_nomultiseg_5517sTS_Human_Brain_50ypb_Male_nomultiseg_bam	ADARB2	32.9388767897433
v1_nomultiseg_5518sTS_Human_Testis_55ypb_Male_nomultiseg_bam	ADARB2	14.7020780347571
v1_nomultiseg_5519sTS_Human_Cerebellum_15dpb_Female_nomultiseg_bam	ADARB2	17.4473129179511
v1_nomultiseg_5520sTS_Human_Cerebellum_29ypb_Male_nomultiseg_bam	ADARB2	23.3204291020404
v1_nomultiseg_5521sTS_Human_Brain_271dpb_Male_nomultiseg_bam	ADARB2	8.27817052843606
v1_nomultiseg_5522sTS_Human_Cerebellum_39ypb_Male_nomultiseg_bam	ADARB2	24.9340262932601
v1_nomultiseg_5523sTS_Human_Testis_270dpb_Male_nomultiseg_bam	ADARB2	0.383079826612277
v1_nomultiseg_5524sTS_Human_Brain_58ypb_Male_nomultiseg_bam	ADARB2	13.3431555557165
v1_nomultiseg_5525sTS_Human_Cerebellum_58ypb_Male_nomultiseg_bam	ADARB2	10.612204706747
v1_nomultiseg_5526sTS_Human_Testis_16ypb_Male_nomultiseg_bam	ADARB2	6.97086768448173
v1_nomultiseg_5527sTS_Human_Cerebellum_19dpb_Female_nomultiseg_bam	ADARB2	6.65550984693524
v1_nomultiseg_5528sTS_Human_Liver_221dpb_Male_nomultiseg_bam	ADARB2	0.804552040774051
v1_nomultiseg_5531sTS_Human_Brain_29ypb_Male_nomultiseg_bam	ADARB2	15.3627312999646
v1_nomultiseg_5532sTS_Human_Brain_16ypb_Male_nomultiseg_bam	ADARB2	23.0008478172256
v1_nomultiseg_5533sTS_Human_Brain_39ypb_Male_nomultiseg_bam	ADARB2	11.7841881344499
v1_nomultiseg_5534sTS_Human_Cerebellum_16ypb_Male_nomultiseg_bam	ADARB2	17.1595069372366
v1_nomultiseg_5535sTS_Human_Testis_29ypb_Male_nomultiseg_bam	ADARB2	10.7372178235044
v1_nomultiseg_5536sTS_Human_Liver_29ypb_Male_nomultiseg_bam	ADARB2	0.680149029793796
v1_nomultiseg_5537sTS_Human_Brain_8ypb_Male_nomultiseg_bam	ADARB2	101.254304513818
v1_nomultiseg_5539sTS_Human_Brain_221dpb_Male_nomultiseg_bam	ADARB2	7.68599884069864
v1_nomultiseg_5540sTS_Human_Cerebellum_29ypb_Male_nomultiseg_bam	ADARB2	14.8627311970908
v1_nomultiseg_5542sTS_Human_Brain_19dpb_Female_nomultiseg_bam	ADARB2	5.24826169020177
v1_nomultiseg_5543sTS_Human_Brain_2ypb_Female_nomultiseg_bam	ADARB2	37.7633054309027
v1_nomultiseg_5544sTS_Human_Liver_15dpb_Female_nomultiseg_bam	ADARB2	2.4405641360021
v1_nomultiseg_5545sTS_Human_Cerebellum_14ypb_Male_nomultiseg_bam	ADARB2	13.2847528059303
v1_nomultiseg_5546sTS_Human_Testis_17ypb_Male_nomultiseg_bam	ADARB2	17.042874656481
v1_nomultiseg_5547sTS_Human_Cerebellum_39ypb_Male_nomultiseg_bam	ADARB2	44.4716853719456
v1_nomultiseg_5548sTS_Human_Liver_15dpb_Male_nomultiseg_bam	ADARB2	9.07350181671979
v1_nomultiseg_5549sTS_Human_Cerebellum_50ypb_Male_nomultiseg_bam	ADARB2	51.8946309659344
v1_nomultiseg_5550sTS_Human_Testis_39ypb_Male_nomultiseg_bam	ADARB2	12.3332351163799
v1_nomultiseg_5551sTS_Human_Liver_39ypb_Male_nomultiseg_bam	ADARB2	1.54318687502774
v1_nomultiseg_5552sTS_Human_Liver_271dpb_Male_nomultiseg_bam	ADARB2	0.263115141285102
v1_nomultiseg_5553sTS_Human_Brain_17ypb_Male_nomultiseg_bam	ADARB2	83.2089904671957
v1_nomultiseg_5555sTS_Human_Cerebellum_221dpb_Male_nomultiseg_bam	ADARB2	2.94862661790103
v1_nomultiseg_5556sTS_Human_Liver_2ypb_Female_nomultiseg_bam	ADARB2	1.32949782455708
v1_nomultiseg_5557sTS_Human_Brain_53ypb_Male_nomultiseg_bam	ADARB2	13.4591138909359
v1_nomultiseg_5559sTS_Human_Cerebellum_2ypb_Female_nomultiseg_bam	ADARB2	9.14133985075838
v1_nomultiseg_5560sTS_Human_Testis_221dpb_Male_nomultiseg_bam	ADARB2	9.45097797292179
v1_nomultiseg_5561sTS_Human_Testis_14ypb_Male_nomultiseg_bam	ADARB2	5.72875980272599
v1_nomultiseg_5562sTS_Human_Cerebellum_8ypb_Male_nomultiseg_bam	ADARB2	25.5713669742523
v1_nomultiseg_5563sTS_Human_Liver_39ypb_Male_nomultiseg_bam	ADARB2	0.323610263236549
v1_nomultiseg_5564sTS_Human_Testis_14ypb_Male_nomultiseg_bam	ADARB2	4.97996399417552
v1_nomultiseg_5565sTS_Human_Cerebellum_17ypb_Male_nomultiseg_bam	ADARB2	22.533842981558
v1_nomultiseg_5566sTS_Human_Testis_29ypb_Male_nomultiseg_bam	ADARB2	9.60272246089047
v1_nomultiseg_5567sTS_Human_Cerebellum_7ypb_Male_nomultiseg_bam	ADARB2	8.12507737460371
v1_nomultiseg_5568sTS_Human_Cerebellum_270dpb_Male_nomultiseg_bam	ADARB2	3.31093714432373
v1_nomultiseg_5569sTS_Human_Brain_7ypb_Male_nomultiseg_bam	ADARB2	12.2420418800936
v1_nomultiseg_5570sTS_Human_Brain_13ypb_Male_nomultiseg_bam	ADARB2	8.00939650341791
v1_nomultiseg_5571sTS_Human_Liver_58ypb_Male_nomultiseg_bam	ADARB2	1.02922647979506
v1_nomultiseg_5573sTS_Human_Cerebellum_58ypb_Male_nomultiseg_bam	ADARB2	20.2666195265847
v1_nomultiseg_5574sTS_Human_Brain_39ypb_Male_nomultiseg_bam	ADARB2	49.5909837546402
v1_nomultiseg_5575sTS_Human_Liver_17ypb_Male_nomultiseg_bam	ADARB2	0.202620955004283
v1_nomultiseg_5622sTS_Human_Hindbrain_4w_Female_nomultiseg_bam	ADARB2	3.55388472741501
v1_nomultiseg_5623sTS_Human_Ovary_4w_Female_nomultiseg_bam	ADARB2	1.22426810003395
v1_nomultiseg_5624sTS_Human_Forebrain_4w_Male_nomultiseg_bam	ADARB2	1.38421356960253
v1_nomultiseg_5625sTS_Human_Hindbrain_4w_Male_nomultiseg_bam	ADARB2	8.03470216721753
v1_nomultiseg_5626sTS_Human_Liver_4w_Male_nomultiseg_bam	ADARB2	1.61611862937769
v1_nomultiseg_5628sTS_Human_Forebrain_5w_Female_nomultiseg_bam	ADARB2	2.29186005842148
v1_nomultiseg_5629sTS_Human_Liver_5w_Male_nomultiseg_bam	ADARB2	0.659708040766786
v1_nomultiseg_5635sTS_Human_Hindbrain_5w_Female_nomultiseg_bam	ADARB2	8.69949088754688
v1_nomultiseg_5637sTS_Human_Hindbrain_11w_Female_nomultiseg_bam	ADARB2	5.99173211312053
v1_nomultiseg_5638sTS_Human_Ovary_5w_Female_nomultiseg_bam	ADARB2	1.91538978755079
v1_nomultiseg_5639sTS_Human_Ovary_6w_Female_nomultiseg_bam	ADARB2	1.54528581733067
v1_nomultiseg_5640sTS_Human_Liver_5w_Female_nomultiseg_bam	ADARB2	1.12630363956824
v1_nomultiseg_5641sTS_Human_Liver_18w_Female_nomultiseg_bam	ADARB2	0.86873115908528
v1_nomultiseg_5642sTS_Human_Heart_5w_Female_nomultiseg_bam	ADARB2	1.11193921374808
v1_nomultiseg_5643sTS_Human_Kidney_6w_Female_nomultiseg_bam	ADARB2	0.438843608914535
v1_nomultiseg_5644sTS_Human_Kidney_7w_Female_nomultiseg_bam	ADARB2	0.461879787135408
v1_nomultiseg_5645sTS_Human_Kidney_CS22_Female_nomultiseg_bam	ADARB2	1.58338891828314
v1_nomultiseg_5646sTS_Human_Kidney_10w_Female_nomultiseg_bam	ADARB2	0.767368390877714
v1_nomultiseg_5647sTS_Human_Kidney_11w_Female_nomultiseg_bam	ADARB2	1.77458723479086
v1_nomultiseg_5648sTS_Human_Kidney_12w_Female_nomultiseg_bam	ADARB2	0.847838429243149
v1_nomultiseg_5649sTS_Human_Kidney_5w_Male_nomultiseg_bam	ADARB2	1.99227324044014
v1_nomultiseg_5650sTS_Human_Kidney_6w_Male_nomultiseg_bam	ADARB2	0.910118987977815
v1_nomultiseg_5651sTS_Human_Kidney_12w_Male_nomultiseg_bam	ADARB2	3.60329849784854
v1_nomultiseg_5652sTS_Human_Testis_16w_Male_nomultiseg_bam	ADARB2	1.7197854621092
v1_nomultiseg_5653sTS_Human_Testis_18w_Male_nomultiseg_bam	ADARB2	9.74132720986571
v1_nomultiseg_5654sTS_Human_Liver_16w_Female_nomultiseg_bam	ADARB2	1.58024430281709
v1_nomultiseg_5655sTS_Human_Kidney_13w_Male_nomultiseg_bam	ADARB2	2.9222057409558
v1_nomultiseg_5656sTS_Human_Liver_16w_Male_nomultiseg_bam	ADARB2	0
v1_nomultiseg_5657sTS_Human_Liver_18w_Male_nomultiseg_bam	ADARB2	1.31716066967637
v1_nomultiseg_5658sTS_Human_Heart_16w_Female_nomultiseg_bam	ADARB2	0.824582338432325
v1_nomultiseg_5659sTS_Human_Heart_13w_Male_nomultiseg_bam	ADARB2	0.505414705805499
v1_nomultiseg_5660sTS_Human_Heart_18w_Male_nomultiseg_bam	ADARB2	1.58113291623736
v1_nomultiseg_5661sTS_Human_Kidney_16w_Female_nomultiseg_bam	ADARB2	3.67677332277335
v1_nomultiseg_5662sTS_Human_Kidney_18w_Female_nomultiseg_bam	ADARB2	2.44531692204893
v1_nomultiseg_5664sTS_Human_Forebrain_10w_Female_nomultiseg_bam	ADARB2	0.509050056765647
v1_nomultiseg_5665sTSm_Human_Forebrain_16w_Female_nomultiseg_bam	ADARB2	1.57327212048472
v1_nomultiseg_5667sTS_Human_Forebrain_18w_Male_nomultiseg_bam	ADARB2	2.60810978391446
v1_nomultiseg_5668sTS_Human_Brain_20w_Male_nomultiseg_bam	ADARB2	2.21376742495754
v1_nomultiseg_5669sTS_Human_Hindbrain_16w_Female_nomultiseg_bam	ADARB2	12.7665283159213
v1_nomultiseg_5670sTS_Human_Hindbrain_13w_Male_nomultiseg_bam	ADARB2	13.3638426581364
v1_nomultiseg_5671sTS_Human_Hindbrain_16w_Male_nomultiseg_bam	ADARB2	29.0284931139772
v1_nomultiseg_5673sTS_Human_Ovary_16w_Female_nomultiseg_bam	ADARB2	5.92293914059687
v1_nomultiseg_5674sTS_Human_Ovary_18w_Female_nomultiseg_bam	ADARB2	0.639389380662014
v1_nomultiseg_5675sTS_Human_Kidney_7w_Male_nomultiseg_bam	ADARB2	3.34990012295196
v1_nomultiseg_5676sTS_Human_Kidney_CS23_Male_nomultiseg_bam	ADARB2	1.26941506693514
v1_nomultiseg_5677sTS_Human_Ovary_10w_Female_nomultiseg_bam	ADARB2	0.652679955289847
v1_nomultiseg_5678sTS_Human_Liver_10w_Female_nomultiseg_bam	ADARB2	0.328568201795437
